,variable,label,unique_values,variable_type
390,m1natwtx_rep20,Mother baseline national replicate weight no. 20 (excluding one city),0.0,unknown
391,m1natwtx_rep21,Mother baseline national replicate weight no. 21 (excluding one city),0.0,unknown
392,m1natwtx_rep22,Mother baseline national replicate weight no. 22 (excluding one city),0.0,unknown
393,m1natwtx_rep23,Mother baseline national replicate weight no. 23 (excluding one city),0.0,unknown
394,m1natwtx_rep24,Mother baseline national replicate weight no. 24 (excluding one city),0.0,unknown
395,m1natwtx_rep25,Mother baseline national replicate weight no. 25 (excluding one city),0.0,unknown
396,m1natwtx_rep26,Mother baseline national replicate weight no. 26 (excluding one city),0.0,unknown
397,m1natwtx_rep27,Mother baseline national replicate weight no. 27 (excluding one city),0.0,unknown
398,m1natwtx_rep28,Mother baseline national replicate weight no. 28 (excluding one city),0.0,unknown
399,m1natwtx_rep29,Mother baseline national replicate weight no. 29 (excluding one city),0.0,unknown
400,m1natwtx_rep30,Mother baseline national replicate weight no. 30 (excluding one city),0.0,unknown
401,m1natwtx_rep31,Mother baseline national replicate weight no. 31 (excluding one city),0.0,unknown
402,m1natwtx_rep32,Mother baseline national replicate weight no. 32 (excluding one city),0.0,unknown
403,m1natwtx_rep33,Mother baseline national replicate weight no. 33 (excluding one city),0.0,unknown
404,m1citywt_rep1,Mother baseline city replicate weight no. 1,1753.0,continuous
405,m1citywt_rep2,Mother baseline city replicate weight no. 2,1757.0,continuous
406,m1citywt_rep3,Mother baseline city replicate weight no. 3,1767.0,continuous
407,m1citywt_rep4,Mother baseline city replicate weight no. 4,1763.0,continuous
408,m1citywt_rep5,Mother baseline city replicate weight no. 5,1769.0,continuous
409,m1citywt_rep6,Mother baseline city replicate weight no. 6,1748.0,continuous
410,m1citywt_rep7,Mother baseline city replicate weight no. 7,1764.0,continuous
411,m1citywt_rep8,Mother baseline city replicate weight no. 8,1769.0,continuous
412,m1citywt_rep9,Mother baseline city replicate weight no. 9,1761.0,continuous
413,m1citywt_rep10,Mother baseline city replicate weight no. 10,1731.0,continuous
414,fathid1,Encrypted father's ID,1.0,continuous
415,f1intmon,Father interview month,1.0,categorical
416,f1intyr,Father interview year,0.0,unknown
417,f1lenhr,What was the total length of interview - Hours,12.0,continuous
418,f1lenmin,What was the total length of interview - Minutes,61.0,continuous
419,cf1twoc,Constructed - Two cities flag,2.0,categorical
420,cf1fint,Constructed - Was father interviewed at baseline?,2.0,categorical
421,cf1natsm,Constructed - Baseline national sample flag,2.0,unknown
422,f1natwt,Father baseline national weight,0.0,unknown
423,cf1natsmx,Constructed - Baseline national sample flag (excluding one city),0.0,unknown
424,f1natwtx,Father baseline national weight (excluding one city),0.0,unknown
425,cf1citsm,Constructed - Baseline city sample flag,2.0,unknown
426,f1citywt,Father baseline city sample weight (20-cities population),1635.0,continuous
427,f1a2,Were you present at the birth?,5.0,categorical
428,f1a3,Have you held baby(ies)?,5.0,categorical
429,f1a4,Will the baby(ies) have your last name?,5.0,categorical
430,f1a4a,Did you want the baby(ies) to have your last name?,7.0,categorical
431,f1a5,Will your name be on the birth certificate?,5.0,categorical
432,f1a5a,Did you want your name on the birth certificate?,6.0,categorical
433,f1a6,Do you have other biological children?,5.0,categorical
434,f1a6a,How many other biological children?,17.0,continuous
435,f1a7,Who (does/do) the (baby/babies) look like?,12.0,categorical
436,cf1age,Constructed - Father's age (years),37.0,continuous
437,f1b1a,How many years did you know each other before (baby's mother) got pregnant?,35.0,continuous
438,f1b1b,How many months did you know each other before (baby's mother) got pregnant?,1.0,continuous
439,f1b2,Is respondent married to baby's mother?,3.0,categorical
440,f1b3,What describes your current relationship with (baby's mother)?,8.0,categorical
441,f1b4a,"Why did romantic rel end with BM, Financial Reasons(Don't have work,money)?",7.0,categorical
442,f1b4b,"Why did romantic rel end with BM, Distance (Don't live in same town)?",7.0,categorical
443,f1b4c,"Why did romantic rel end with BM, Incarceration ?",7.0,categorical
444,f1b4d,"Why did romantic rel end with BM, Relationship Reasons ?",7.0,categorical
445,f1b4e,"Why did romantic rel end with BM, Drug problem ?",7.0,categorical
446,f1b4f,"Why did romantic rel end with BM, Violence, Abuse ?",7.0,categorical
447,f1b4g,"Why did romantic rel end with BM, Other?",7.0,categorical
448,f1b5a,"Last mo did you and BM, visited with friends?",6.0,categorical
449,f1b5b,"Last mo did you and BM, went out to a movie, sporting event, etc,?",6.0,categorical
450,f1b5c,"Last mo did you and BM, ate out in a restaurant?",6.0,categorical
451,f1b5d,"Last mo did you and BM, helped each other solve a problem?",6.0,categorical
452,f1b6a,"When last tgthr, how often did you disagree about money?",8.0,categorical
453,f1b6b,"When last tgthr, how often did you disagree about spending time?",8.0,categorical
454,f1b6c,"When last tgthr, how often did you disagree about sex?",8.0,categorical
455,f1b6d,"When last tgthr, how often did you disagree about the pregnancy?",8.0,categorical
456,f1b6e,"When last tgthr, how often did you disagree about drink/alcohol use?",8.0,categorical
457,f1b6f,"When last tgthr, how often did you disagree about being faithful?",8.0,categorical
458,f1b7a,How often was BM fair & willing to compromise?,1.0,categorical
459,f1b7b,How often did BM hit or slap you when angry?,1.0,categorical
460,f1b7c,How often did BM express affection/love for you?,1.0,categorical
461,f1b7d,How often did BM insult/criticize you or ideas?,1.0,categorical
462,f1b7e,How often did BM encourage/help you do things?,1.0,categorical
463,f1b8,Are you and BM living together now?,5.0,categorical
464,f1b9,Do you and BM have plans to live together or marry in the future?,7.0,categorical
465,f1b9a1,"Reasons no plan to live tgthr, No need to marry?",6.0,categorical
466,f1b9a2,"Reasons no plan to live tgthr, Timing problem?",6.0,categorical
467,f1b9a3,"Reasons no plan to live tgthr, Financial Reasons?",6.0,categorical
468,f1b9a4,"Reasons no plan to live tgthr, Distance?",6.0,categorical
469,f1b9a5,"Reasons no plan to live tgthr, Incarceration?",6.0,categorical
470,f1b9a6,"Reasons no plan to live tgthr, Housing reasons?",6.0,categorical
471,f1b9a7,"Reasons no plan to live tgthr, Relationship reasons?",6.0,categorical
472,f1b9a8,"Reasons no plan to live tgthr, Drug problem?",6.0,categorical
473,f1b9a9,"Reasons no plan to live tgthr, Violence, abuse?",6.0,categorical
474,f1b9a10,"Reasons no plan to live tgthr, Haven't talked about it?",6.0,categorical
475,f1b9a11,"Reasons no plan to live tgthr, Other specify?",6.0,unknown
476,f1b9b1,"Reasons aren't living tgthr, No need to marry?",6.0,categorical
477,f1b9b2,"Reasons aren't living tgthr, Timing problem?",6.0,categorical
478,f1b9b3,"Reasons aren't living tgthr, Financial Reasons?",6.0,categorical
479,f1b9b4,"Reasons aren't living tgthr, Distance?",6.0,categorical
480,f1b9b5,"Reasons aren't living tgthr, Incarceration?",6.0,categorical
481,f1b9b6,"Reasons aren't living tgthr, Housing reasons?",6.0,categorical
482,f1b9b7,"Reasons aren't living tgthr, Relationship reasons?",6.0,categorical
483,f1b9b8,"Reasons aren't living tgthr, Drug problem?",6.0,categorical
484,f1b9b9,"Reasons aren't living tgthr, Violence, abuse?",6.0,categorical
485,f1b9b10,"Reasons aren't living tgthr, Haven't talked about it?",6.0,categorical
486,f1b9b11,"Reasons aren't living tgthr, Other specify?",8.0,categorical
487,f1b10,Do you & BM have plans to marry in the future?,6.0,categorical
488,f1b10a1,"Reasons no plan to marry, No need to marry?",6.0,categorical
489,f1b10a2,"Reasons no plan to marry, Timing problem?",6.0,categorical
490,f1b10a3,"Reasons no plan to marry, Financial reasons?",6.0,categorical
491,f1b10a4,"Reasons no plan to marry, Distance?",6.0,categorical
492,f1b10a5,"Reasons no plan to marry, Incarceration?",6.0,categorical
493,f1b10a6,"Reasons no plan to marry, Housing reasons?",6.0,categorical
494,f1b10a7,"Reasons no plan to marry, Relationship reasons?",6.0,categorical
495,f1b10a8,"Reasons no plan to marry, Drug problem?",5.0,categorical
496,f1b10a9,"Reasons no plan to marry, Violence, abuse?",5.0,categorical
497,f1b10a10,"Reasons no plan to marry, Haven't talked about it?",6.0,categorical
498,f1b10a11,"Reasons no plan to marry, Other specify?",6.0,categorical
499,f1b10b1,"Reasons aren't married now, No need to marry?",7.0,categorical
500,f1b10b2,"Reasons aren't married now, Timing problem?",7.0,categorical
501,f1b10b3,"Reasons aren't married now, Financial Reasons?",7.0,categorical
502,f1b10b4,"Reasons aren't married now, Distance?",7.0,categorical
503,f1b10b5,"Reasons aren't married now, Incarceration?",7.0,categorical
504,f1b10b6,"Reasons aren't married now, Housing reasons?",7.0,categorical
505,f1b10b7,"Reasons aren't married now, Relationship reasons?",7.0,categorical
506,f1b10b8,"Reasons aren't married now, Drug problem?",7.0,categorical
507,f1b10b9,"Reasons aren't married now, Violence, abuse?",7.0,categorical
508,f1b10b10,"Reasons aren't married now, Haven't talked about it?",7.0,categorical
509,f1b10b11,"Reasons aren't married now, Other specify?",8.0,unknown
510,f1b11a,"In last mo, you and BM visited with friends?",6.0,categorical
511,f1b11b,"In last mo, you and BM went out to movies, sporting event, etc?",7.0,categorical
512,f1b11c,"In last mo, you and BM ate out in a restaurant?",7.0,categorical
513,f1b11d,"In last mo, you and BM helped each other solve a problem?",7.0,categorical
514,f1b12a,"In last mo how often, disagree about money?",8.0,categorical
515,f1b12b,"In last mo how often, disagree about spending time together?",8.0,categorical
516,f1b12c,"In last mo how often, disagree about sex?",9.0,categorical
517,f1b12d,"In last mo how often, disagree about the pregnancy?",8.0,categorical
518,f1b12e,"In last mo how often, disagree about drinking/drug use?",8.0,categorical
519,f1b12f,"In last mo how often, disagree about being faithful?",9.0,categorical
520,f1b13a,How often is BM fair & willing to compromise?,1.0,categorical
521,f1b13b,How often does BM hit/slap you when angry?,1.0,categorical
522,f1b13c,How often does BM express affection/love for you?,1.0,categorical
523,f1b13d,How often does BM insult/criticize you?,1.0,categorical
524,f1b13e,How often does BM encourage or help you do things?,1.0,categorical
525,f1b14,What do you think the chances you will marry BM in the future?,10.0,categorical
526,f1b14a,What do you think the chances are that you will ever marry someone?,10.0,categorical
527,f1b15a,"How life diff if married BM, Financial security?",9.0,categorical
528,f1b15b,"How life diff if married BM, happiness?",10.0,categorical
529,f1b15c,"How life diff if married BM, freedom to do?",10.0,categorical
530,f1b15d,"How life diff if married BM, control over money?",9.0,categorical
531,f1b15e,"How life diff if married BM, your sex life?",10.0,categorical
532,f1b15f,"How life diff if married BM, relations w/parents?",10.0,categorical
533,f1b16,"During BM preg, did you give her money or buy things for the baby/ies?",5.0,categorical
534,f1b17,"Did you help in other ways, like providing transportation / doing chores?",6.0,categorical
535,f1b18,Do you want to be involved in raising your child(ren) in up coming years?,6.0,categorical
536,f1b19,Does BM want you to be involved in raising the child(ren) in the coming years?,7.0,categorical
537,f1b20,Int chk: Are BM & BF living together?,5.0,categorical
538,f1b21,Have you told BM you will provide fin support for B during the coming year?,6.0,categorical
539,f1b21a,About how much money/month did you say you would provide?,45.0,continuous
540,f1b22a,"In last mo, you and BM visited with friends?",5.0,categorical
541,f1b22b,"In last mo, you and BM went out to a movie, sporting event, etc?",5.0,categorical
542,f1b22c,"In last mo, you and BM ate out in a restaurant?",5.0,categorical
543,f1b22d,"In last mo, you and BM helped wach other solve a problem?",6.0,categorical
544,f1b23a,"In last mo, how often did you disagree about money?",7.0,categorical
545,f1b23b,"In last mo, how often did you disagree about spending time together?",7.0,categorical
546,f1b23c,"In last mo, how often did you disagree about sex?",8.0,categorical
547,f1b23d,"In last mo, how often did you disagree about the pregnancy?",7.0,categorical
548,f1b23e,"In last mo, how often did you disagree about drinking/drug use?",7.0,categorical
549,f1b23f,"In last mo, how often did you disagree about being faithful?",7.0,categorical
550,f1b24a,How would your life be different if NOT married to BM? Financial security?,9.0,categorical
551,f1b24b,"How life diff if NOT married BM, Overall happiness?",9.0,categorical
552,f1b24c,"How life diff if NOT married BM, Freedom to do?",9.0,categorical
553,f1b24d,"How life diff if NOT married BM, Control over money?",9.0,categorical
554,f1b24e,"How life diff if NOT married BM, Your sex life?",10.0,categorical
555,f1b24f,"How life diff if NOT married BM, Relations w/parents?",10.0,categorical
